Frequency (Hz)	Level (dB)
359.375000	-81.729843
359.863281	-81.791054
360.351562	-81.825203
360.839844	-80.087204
361.328125	-84.657921
361.816406	-84.148499
362.304688	-81.786781
362.792969	-82.699333
363.281250	-82.638481
363.769531	-81.154900
364.257812	-86.238342
364.746094	-80.480003
365.234375	-84.240219
365.722656	-83.150276
366.210938	-83.270584
366.699219	-81.978188
367.187500	-81.544899
367.675781	-83.419701
368.164062	-84.537552
368.652344	-82.109138
369.140625	-82.368614
369.628906	-82.306740
370.117188	-84.473007
370.605469	-82.111061
371.093750	-83.233345
371.582031	-85.688828
372.070312	-85.967133
372.558594	-82.393410
373.046875	-80.005959
373.535156	-81.185349
374.023438	-81.630959
374.511719	-81.837646
375.000000	-80.433998
375.488281	-81.776215
375.976562	-83.195969
376.464844	-84.177780
376.953125	-81.264198
377.441406	-81.795448
377.929688	-85.153603
378.417969	-82.165466
378.906250	-81.128937
379.394531	-79.919487
379.882812	-81.747620
380.371094	-80.728996
380.859375	-83.810280
381.347656	-83.278870
381.835938	-83.123222
382.324219	-82.254585
382.812500	-81.310638
383.300781	-82.148964
383.789062	-81.009438
384.277344	-82.720764
384.765625	-83.610619
385.253906	-78.769264
385.742188	-82.500824
386.230469	-83.185226
386.718750	-83.802040
387.207031	-81.147957
387.695312	-84.100662
388.183594	-81.741829
388.671875	-82.609543
389.160156	-82.235573
389.648438	-81.775749
390.136719	-83.342743
390.625000	-77.881508
391.113281	-80.776329
391.601562	-81.531174
392.089844	-80.790924
392.578125	-84.185692
393.066406	-83.855804
393.554688	-85.212738
394.042969	-81.370094
394.531250	-84.029007
395.019531	-81.880661
395.507812	-83.162163
395.996094	-84.612808
396.484375	-81.948669
396.972656	-83.467819
397.460938	-83.534988
397.949219	-82.238045
398.437500	-84.639870
398.925781	-83.151932
399.414062	-79.380730
399.902344	-79.774475
400.390625	-83.794403
400.878906	-84.228317
401.367188	-82.256966
401.855469	-85.255264
402.343750	-84.297424
402.832031	-81.672462
403.320312	-80.081436
403.808594	-79.641281
404.296875	-82.766289
404.785156	-80.150307
405.273438	-89.546326
405.761719	-83.851219
