Frequency (Hz)	Level (dB)
229.248047	-69.225098
229.492188	-68.282768
229.736328	-66.945267
229.980469	-65.280907
230.224609	-65.920372
230.468750	-68.536079
230.712891	-66.278603
230.957031	-66.123634
231.201172	-65.802902
231.445312	-66.390213
231.689453	-62.694710
231.933594	-65.877266
232.177734	-63.698013
232.421875	-64.602005
232.666016	-67.572525
232.910156	-68.999184
233.154297	-70.109047
233.398438	-64.504234
233.642578	-67.876221
233.886719	-70.195480
234.130859	-65.243683
234.375000	-67.302132
234.619141	-68.490036
234.863281	-71.411964
235.107422	-70.076584
235.351562	-71.455170
235.595703	-69.287308
235.839844	-66.142471
236.083984	-65.965088
236.328125	-66.518044
236.572266	-67.069710
236.816406	-69.902695
237.060547	-71.041367
237.304688	-65.595612
237.548828	-67.134796
237.792969	-66.455193
238.037109	-64.197075
238.281250	-65.000748
238.525391	-69.901649
238.769531	-65.867851
239.013672	-65.480774
239.257812	-68.437012
239.501953	-62.267002
239.746094	-67.019409
239.990234	-67.562485
240.234375	-66.280220
240.478516	-65.538322
240.722656	-65.534615
240.966797	-67.414642
241.210938	-66.870583
241.455078	-66.764542
241.699219	-67.389679
241.943359	-67.252106
242.187500	-68.728439
242.431641	-68.646095
242.675781	-65.386414
242.919922	-71.565300
243.164062	-69.469688
243.408203	-66.660057
243.652344	-69.476540
243.896484	-65.740196
244.140625	-66.607323
244.384766	-66.938690
244.628906	-66.363808
244.873047	-69.691895
245.117188	-66.933228
245.361328	-65.182877
245.605469	-69.080093
245.849609	-67.132294
246.093750	-65.524231
246.337891	-68.070366
246.582031	-66.344536
246.826172	-70.003220
247.070312	-71.203537
247.314453	-69.931786
247.558594	-70.237411
247.802734	-68.325447
248.046875	-69.385139
248.291016	-67.466194
248.535156	-69.697983
248.779297	-66.723259
249.023438	-64.555389
249.267578	-66.428879
249.511719	-66.871597
249.755859	-66.349876
250.000000	-69.962608
250.244141	-65.958450
250.488281	-67.162682
250.732422	-66.906860
250.976562	-66.646210
251.220703	-68.091133
251.464844	-65.976776
251.708984	-67.095230
251.953125	-68.267700
252.197266	-66.445938
252.441406	-69.624733
252.685547	-68.622673
252.929688	-67.576927
253.173828	-66.669182
253.417969	-63.828770
253.662109	-65.420860
253.906250	-67.605209
254.150391	-66.929626
254.394531	-71.047012
254.638672	-69.732056
254.882812	-68.246475
255.126953	-67.727440
255.371094	-64.915199
255.615234	-66.756126
255.859375	-68.849312
